,SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,p_churn
5331,-0.4490829073213028,1.5546012084197083,-1.353974979721806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0044894004
2934,-0.4490829073213028,1.0272643072358245,0.9960707931941091,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.23988666
4769,-0.4490829073213028,1.3517793233489839,1.29396391933838,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12728615
3497,-0.4490829073213028,0.74331366813681,-1.3208757434835536,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0067657856
6800,-0.4490829073213028,-0.9603901664572766,0.3340860684290626,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5677059
6820,-0.4490829073213028,1.5140368314055634,1.492559336767894,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.08236106
1703,-0.4490829073213028,-1.0820832974997114,-1.4863719246748153,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.18080749
4105,-0.4490829073213028,-1.0009545434714215,0.2016891234760533,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.44095147
4213,-0.4490829073213028,0.6621849141085202,-0.09620400266821762,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.052654203
2933,-0.4490829073213028,-0.43305326527339266,0.9298723207176044,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.50392765
2594,-0.4490829073213028,-0.8792614124289867,0.6650784308115858,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5899035
3288,2.2267603235331674,-0.7981326584006969,1.0622692656706136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6568262
1936,-0.4490829073213028,-1.2037764285421462,0.3009868321908103,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6274197
5965,-0.4490829073213028,-0.5953107733299723,-1.3208757434835536,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12416223
4068,-0.4490829073213028,0.74331366813681,1.5587578092443986,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25943246
1239,-0.4490829073213028,-0.3924888882592477,-0.5264940737654978,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.11664803
3114,-0.4490829073213028,1.5546012084197083,1.0291700294323614,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.12588155
4263,-0.4490829073213028,1.0272643072358245,-1.4863719246748153,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0072050765
1021,-0.4490829073213028,-0.757568281386552,0.6650784308115858,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.34451443
5146,2.2267603235331674,-0.6764395273582622,0.16858988723780097,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.38472393
6455,-0.4490829073213028,0.7838780451509549,0.6650784308115858,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.13441527
2452,-0.4490829073213028,-0.270795757216813,1.1284677381471184,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4642474
5131,-0.4490829073213028,0.053719258896346385,-0.26170018385947924,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.10750215
5444,-0.4490829073213028,1.5140368314055634,-1.4863719246748153,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0084273815
3422,-0.4490829073213028,0.0942836359104913,0.7974753757645952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.27527696
3727,-0.4490829073213028,-0.6358751503441172,-0.2947994200977316,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.21594855
1877,-0.4490829073213028,1.230086192306549,-1.3208757434835536,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0058322204
4877,2.2267603235331674,1.1489574382782592,0.5657807220968288,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07920817
631,-0.4490829073213028,-0.06797387214608837,0.003093706046539352,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2163533
4094,-0.4490829073213028,1.4734724543914186,0.4664830133820719,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.08477765
3966,-0.4490829073213028,-0.06797387214608837,0.4995822496203242,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.20740238
974,2.2267603235331674,1.230086192306549,0.5988799583350812,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07990214
3083,2.2267603235331674,-1.244340805556291,-1.353974979721806,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4640251
5785,-0.4490829073213028,0.7838780451509549,0.7974753757645952,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17761463
6617,-0.4490829073213028,-0.270795757216813,-0.09620400266821762,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.36043012
4819,-0.4490829073213028,-1.2849051825704358,-0.3609978925742362,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.42220354
3094,2.2267603235331674,-0.6764395273582622,-0.3609978925742362,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.40169573
6770,-0.4490829073213028,-1.2849051825704358,0.5657807220968288,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.63870513
2411,-0.4490829073213028,-1.1226476745138563,-0.46029560128899316,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.26663357
1399,2.2267603235331674,-1.2037764285421462,0.4664830133820719,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6358689
5741,-0.4490829073213028,0.7838780451509549,-1.3208757434835536,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.009390873
1456,-0.4490829073213028,-1.2849051825704358,-0.6257917824802548,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2990342
3022,-0.4490829073213028,-0.7981326584006969,0.16858988723780097,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4478244
5040,-0.4490829073213028,0.17541238993878114,1.2277654468618753,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25016996
4639,-0.4490829073213028,-1.0415189204855664,0.4995822496203242,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.60076547
3203,-0.4490829073213028,-1.2849051825704358,-1.4863719246748153,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1866048
6883,-0.4490829073213028,1.5951655854338533,-0.32789865633598386,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.026326459
83,2.2267603235331674,-0.717003904372407,-0.32789865633598386,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5057137
4358,-0.4490829073213028,-1.1226476745138563,-1.4863719246748153,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.17934969
1327,-0.4490829073213028,-0.7981326584006969,-1.353974979721806,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.058671176
1808,-0.4490829073213028,-0.6358751503441172,0.036192942284791675,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2993976
6235,2.2267603235331674,-1.2849051825704358,0.6981776670498382,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6239035
717,-0.4490829073213028,1.5951655854338533,1.492559336767894,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.09773326
2714,-0.4490829073213028,-1.244340805556291,-1.4863719246748153,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.055626288
6576,-0.4490829073213028,-1.0820832974997114,0.5988799583350812,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6417619
1790,-0.4490829073213028,-1.2849051825704358,0.6319791945733335,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6455445
3421,-0.4490829073213028,-0.43305326527339266,-0.46029560128899316,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.21663493
5254,2.2267603235331674,-0.757568281386552,0.8305746120028474,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.49379048
2775,2.2267603235331674,-1.0820832974997114,0.4995822496203242,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.60667944
2049,-0.4490829073213028,-1.2849051825704358,-0.6257917824802548,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.23357897
2396,-0.4490829073213028,0.8650067991792447,1.3601623918148846,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.094020836
8,-0.4490829073213028,1.5140368314055634,1.29396391933838,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.16067702
1595,-0.4490829073213028,-0.9603901664572766,-1.4863719246748153,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.11049309
6557,-0.4490829073213028,-1.1632120515280011,-0.26170018385947924,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5750263
473,-0.4490829073213028,1.5951655854338533,-1.2877765072453013,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.010256765
503,-0.4490829073213028,1.5951655854338533,-1.3208757434835536,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.004169223
4039,-0.4490829073213028,-0.5141820193016825,0.13549065099954866,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.18803962
1729,-0.4490829073213028,-0.9198257894431316,-1.4863719246748153,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.06345851
4491,-0.4490829073213028,-0.3113601342309579,1.3270631555766323,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5571401
3706,-0.4490829073213028,-0.3113601342309579,-0.9898833811010304,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.08340903
3691,-0.4490829073213028,1.0678286842499694,0.3671853046673149,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12347328
6635,-0.4490829073213028,-0.717003904372407,-0.8574864361480211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32535365
4361,2.2267603235331674,-0.8792614124289867,1.29396391933838,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6524941
495,-0.4490829073213028,1.230086192306549,1.4594601005296417,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1510451
4230,-0.4490829073213028,-0.14910262617437822,0.3340860684290626,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2539679
399,2.2267603235331674,-0.717003904372407,1.0291700294323614,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.59970117
6074,-0.4490829073213028,-1.1226476745138563,0.9629715569558568,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6661358
5923,-0.4490829073213028,1.5951655854338533,1.7573532266739125,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1299856
3955,-0.4490829073213028,-0.02740949513194345,-1.5194711609130676,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06262297
4692,2.2267603235331674,0.8650067991792447,0.23478835971430562,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.17761514
2124,-0.4490829073213028,0.702749291122665,-0.8574864361480211,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030987134
707,2.2267603235331674,-0.5953107733299723,0.4664830133820719,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.43096876
3702,-0.4490829073213028,-1.244340805556291,0.16858988723780097,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6184515
6715,-0.4490829073213028,-0.8386970354148419,0.4333837771438196,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.46665436
6341,2.2267603235331674,-1.2849051825704358,0.16858988723780097,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.60046184
7,-0.4490829073213028,1.5951655854338533,0.23478835971430562,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.029622143
4693,-0.4490829073213028,0.5810561600802303,-1.453272688436563,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.027036909
2114,-0.4490829073213028,-1.2849051825704358,0.5326814858585766,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6841042
5626,-0.4490829073213028,1.5951655854338533,-1.353974979721806,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0027366155
1935,-0.4490829073213028,-0.5141820193016825,-1.4863719246748153,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12272073
3355,-0.4490829073213028,1.230086192306549,0.3671853046673149,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.024487892
4533,-0.4490829073213028,-0.23023138020266803,0.23478835971430562,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0863642
6971,2.2267603235331674,-1.2849051825704358,-0.6588910187185071,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.547467
1847,2.2267603235331674,1.3517793233489839,1.4263608642913892,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11005266
1201,-0.4490829073213028,1.0272643072358245,1.1284677381471184,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.23276721
5757,2.2267603235331674,0.7838780451509549,1.29396391933838,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.30153117
3012,-0.4490829073213028,0.013154881882201465,-0.46029560128899316,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.15592
6139,-0.4490829073213028,-0.47361764228753755,0.6319791945733335,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.42726183
1041,-0.4490829073213028,-1.2849051825704358,-0.9898833811010304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5421784
1084,-0.4490829073213028,-1.2849051825704358,-1.2877765072453013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2641801
3142,-0.4490829073213028,0.6216205370943753,1.29396391933838,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3496148
3612,-0.4490829073213028,1.4329080773772735,0.8305746120028474,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.089296125
6503,-0.4490829073213028,-0.8386970354148419,1.393261628053137,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6152981
3108,2.2267603235331674,-0.5141820193016825,0.3009868321908103,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.37830028
2835,-0.4490829073213028,-0.3519245112451028,0.3340860684290626,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.32677335
6556,-0.4490829073213028,0.702749291122665,1.492559336767894,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.26340035
1329,-0.4490829073213028,1.5951655854338533,0.5326814858585766,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.011206417
1560,-0.4490829073213028,0.9055711761933897,0.13549065099954866,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06176809
1340,-0.4490829073213028,0.8244424221650999,0.9298723207176044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15713225
6103,2.2267603235331674,-0.02740949513194345,0.4995822496203242,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.42905125
3254,-0.4490829073213028,1.4734724543914186,1.1615669743853707,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.11461743
2158,-0.4490829073213028,-0.14910262617437822,0.7643761395263428,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4224932
6134,2.2267603235331674,-0.02740949513194345,0.4664830133820719,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4587295
405,-0.4490829073213028,-1.1226476745138563,-0.3609978925742362,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.40515777
5142,-0.4490829073213028,-0.14910262617437822,-1.4863719246748153,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0445105
45,-0.4490829073213028,0.7838780451509549,-1.4863719246748153,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.010587824
3882,-0.4490829073213028,-0.9603901664572766,0.3340860684290626,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6185154
5737,-0.4490829073213028,-0.3113601342309579,-1.2877765072453013,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.036305618
1824,-0.4490829073213028,1.1083930612641142,-1.3208757434835536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.006873399
1141,-0.4490829073213028,-1.1632120515280011,-0.4271963650507409,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.40370867
3164,-0.4490829073213028,1.5546012084197083,-0.12930323890646994,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.046930257
582,-0.4490829073213028,1.5951655854338533,0.7974753757645952,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.12337839
4841,-0.4490829073213028,-0.6358751503441172,-1.453272688436563,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.045382317
1619,-0.4490829073213028,1.5951655854338533,1.0953685019088661,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.081160836
2633,-0.4490829073213028,-1.1632120515280011,0.4333837771438196,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.67275935
3255,-0.4490829073213028,-0.8792614124289867,-1.4863719246748153,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.17303358
6758,-0.4490829073213028,0.25654114396707095,1.2608646831001278,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.38324043
7002,-0.4490829073213028,0.2971055209812159,-0.26170018385947924,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.11068726
4364,2.2267603235331674,0.8244424221650999,-1.3208757434835536,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0859204
4626,-0.4490829073213028,-0.717003904372407,-1.453272688436563,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.026586838
3713,-0.4490829073213028,1.5546012084197083,0.8305746120028474,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.052822858
3301,-0.4490829073213028,1.5546012084197083,-1.353974979721806,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0036935566
2683,-0.4490829073213028,0.053719258896346385,-1.3208757434835536,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.015547281
2435,-0.4490829073213028,-1.1226476745138563,-1.4863719246748153,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.19307925
4097,-0.4490829073213028,0.4593630290377956,-1.2877765072453013,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.008766043
1527,2.2267603235331674,1.5951655854338533,1.393261628053137,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.086464375
6352,-0.4490829073213028,0.7838780451509549,-1.453272688436563,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.007691017
81,-0.4490829073213028,-0.5547463963158273,0.8305746120028474,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5567788
2255,-0.4490829073213028,1.5140368314055634,0.6650784308115858,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09917115
1448,2.2267603235331674,1.3517793233489839,1.691154754197408,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.14251985
1431,-0.4490829073213028,1.5951655854338533,0.8636738482410998,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.051820096
6322,-0.4490829073213028,-1.2849051825704358,-1.4863719246748153,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.08908202
1467,-0.4490829073213028,-1.2849051825704358,-1.4863719246748153,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.31891936
4924,2.2267603235331674,1.1489574382782592,0.6981776670498382,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16443242
4973,-0.4490829073213028,0.13484801292463622,0.3671853046673149,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.13397785
1257,-0.4490829073213028,1.4329080773772735,1.4263608642913892,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11817875
3334,2.2267603235331674,-0.06797387214608837,0.3009868321908103,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25004518
1262,-0.4490829073213028,1.4329080773772735,-0.03000553019171297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08864118
4084,-0.4490829073213028,0.0942836359104913,-0.32789865633598386,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.07551767
3479,-0.4490829073213028,1.1489574382782592,1.6580555179591556,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.19427693
2067,-0.4490829073213028,-1.2037764285421462,-1.4863719246748153,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.31668055
2220,2.2267603235331674,-1.0415189204855664,0.16858988723780097,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5335357
4689,-0.4490829073213028,1.0678286842499694,-1.3208757434835536,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0060540237
7003,-0.4490829073213028,0.13484801292463622,-1.3208757434835536,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.01543723
3429,-0.4490829073213028,-0.6764395273582622,1.194666210623623,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4456446
4043,-0.4490829073213028,1.5546012084197083,-1.4863719246748153,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0022382436
6700,-0.4490829073213028,-1.2037764285421462,-0.6588910187185071,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.31491178
2943,-0.4490829073213028,-1.2037764285421462,0.4664830133820719,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6160362
3130,-0.4490829073213028,1.5951655854338533,1.1284677381471184,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.09154327
4191,-0.4490829073213028,1.5546012084197083,-1.2877765072453013,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.012032856
5999,-0.4490829073213028,-0.6358751503441172,-1.4863719246748153,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.021903103
1193,2.2267603235331674,0.702749291122665,1.3270631555766323,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25207913
6908,-0.4490829073213028,1.5140368314055634,1.29396391933838,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.14660914
2832,-0.4490829073213028,1.3923437003631287,1.5256585730061463,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07364746
4089,2.2267603235331674,-0.270795757216813,0.9629715569558568,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4743699
4563,-0.4490829073213028,-0.3519245112451028,-1.4863719246748153,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.018084392
538,-0.4490829073213028,0.41879865202365063,-1.353974979721806,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.025211709
1123,-0.4490829073213028,-0.7981326584006969,-1.4863719246748153,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12209744
6165,-0.4490829073213028,-0.3924888882592477,0.3340860684290626,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.29993755
5173,2.2267603235331674,1.5951655854338533,1.691154754197408,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.118986055
6670,2.2267603235331674,0.7838780451509549,0.26788759595255796,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.21038815
4925,-0.4490829073213028,-1.0415189204855664,-0.6588910187185071,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5296317
218,-0.4490829073213028,0.5404917830660854,0.9960707931941091,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25743946
4378,-0.4490829073213028,0.25654114396707095,-0.32789865633598386,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08761436
3970,2.2267603235331674,-0.06797387214608837,0.8636738482410998,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.45733798
690,-0.4490829073213028,-0.9603901664572766,-0.5264940737654978,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25438946
1346,-0.4490829073213028,1.270650569320694,1.29396391933838,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.19715628
657,2.2267603235331674,1.270650569320694,-1.353974979721806,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.012187873
1445,-0.4490829073213028,0.37823427500950574,0.9629715569558568,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.36554217
246,-0.4490829073213028,-1.0009545434714215,-0.03000553019171297,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.51281035
4318,-0.4490829073213028,0.25654114396707095,0.6981776670498382,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.18212704
4971,-0.4490829073213028,0.7838780451509549,0.6319791945733335,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.15385649
5515,2.2267603235331674,-0.14910262617437822,1.0291700294323614,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5149367
1157,-0.4490829073213028,0.9055711761933897,-1.5194711609130676,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.008338022
6840,-0.4490829073213028,0.41879865202365063,-1.353974979721806,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0090414835
3533,-0.4490829073213028,-0.02740949513194345,0.6319791945733335,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.24928012
1081,2.2267603235331674,-1.2849051825704358,0.16858988723780097,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.60046184
3576,2.2267603235331674,1.3112149463348388,1.1284677381471184,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.19997558
6779,-0.4490829073213028,-0.43305326527339266,0.4664830133820719,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.37640342
6629,-0.4490829073213028,0.21597676695292606,0.5326814858585766,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.13107872
2546,2.2267603235331674,0.6621849141085202,-0.4933948375272455,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.102160625
4975,-0.4490829073213028,1.189521815292404,-1.4863719246748153,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.003709663
3054,-0.4490829073213028,0.9866999302216795,0.3340860684290626,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.101260655
3732,-0.4490829073213028,-0.9198257894431316,0.8636738482410998,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5292286
3931,2.2267603235331674,-0.23023138020266803,0.5326814858585766,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.52003944
2496,-0.4490829073213028,0.5810561600802303,-0.32789865633598386,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.029998958
5198,2.2267603235331674,-1.2849051825704358,-0.6257917824802548,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5485145
4940,-0.4490829073213028,-1.2849051825704358,-0.6919902549567595,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.30905056
3751,-0.4490829073213028,0.9055711761933897,1.0622692656706136,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.23245339
3077,-0.4490829073213028,0.9866999302216795,0.7643761395263428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.098635904
